el_core_news_sm;el_core_news_sm;https://github.com/explosion/spacy-models/releases/download/el_core_news_sm-3.0.0/el_core_news_sm-3.0.0.tar.gz
el_core_news_md;el_core_news_md;https://github.com/explosion/spacy-models/releases/download/el_core_news_md-3.0.0/el_core_news_md-3.0.0.tar.gz
el_core_news_lg;el_core_news_lg;https://github.com/explosion/spacy-models/releases/download/el_core_news_lg-3.0.0/el_core_news_lg-3.0.0.tar.gz
de_dep_news_trf;de_dep_news_trf;https://github.com/explosion/spacy-models/releases/download/de_dep_news_trf-3.0.0/de_dep_news_trf-3.0.0.tar.gz
de_core_news_sm;de_core_news_sm;https://github.com/explosion/spacy-models/releases/download/de_core_news_sm-3.0.0/de_core_news_sm-3.0.0.tar.gz
de_core_news_md;de_core_news_md;https://github.com/explosion/spacy-models/releases/download/de_core_news_md-3.0.0/de_core_news_md-3.0.0.tar.gz
de_core_news_lg;de_core_news_lg;https://github.com/explosion/spacy-models/releases/download/de_core_news_lg-3.0.0/de_core_news_lg-3.0.0.tar.gz
da_core_news_sm;da_core_news_sm;https://github.com/explosion/spacy-models/releases/download/da_core_news_sm-3.0.0/da_core_news_sm-3.0.0.tar.gz
da_core_news_md;da_core_news_md;https://github.com/explosion/spacy-models/releases/download/da_core_news_md-3.0.0/da_core_news_md-3.0.0.tar.gz
da_core_news_lg;da_core_news_lg;https://github.com/explosion/spacy-models/releases/download/da_core_news_lg-3.0.0/da_core_news_lg-3.0.0.tar.gz
